smiles,pka,marvin_pKa_type
CCc1cccc(C)c1CN=c1cc(C(=O)N(C)C)[nH]c2c(Br)c(C)[nH]c12,5.84,basic
CCc1cccc(C)c1CN=c1cc(C(=O)N(C)C)[nH]c2c(C)c(C)[nH]c12,7.57,basic
CCc1cccc(C)c1CN=c1cc(C(=O)N(C)C)[nH]c2c(CO)c(C)[nH]c12,7.07,basic
CCc1cccc(C)c1CN=c1cc(C(=O)N(C)C)[nH]c2cc(C)[nH]c12,7.39,basic
CCc1cccc(C)c1CNc1cc(C(N)=O)cn2c(C)c(C)nc12,6.1,basic
CCc1cccc(CC)c1NC1=NCCN1,10.606667,basic
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,4.7,acidic
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,8.95,basic
CCc1cccc2ccc(O)cc12,9.54,acidic
CCc1ccccc1C(=O)N(C1CCC2(CC1)OCCO2)C(Cc1ccc(Cl)cc1)CN(C)C,7.4,basic
CCc1ccccc1C(=O)O,3.79,acidic
CCc1ccccc1N,4.37,basic
CCc1ccccc1O,10.2,acidic
CCc1ccccn1,5.975,basic
CCc1cccnc1,5.57,basic
CCc1cccnn1,3.58,basic
CCc1ccnc2c1ccc1c(CC)ccnc12,5.6,basic
CCc1ccnc2c1ccc1cccnc12,5.44,basic
CCc1ccncc1,5.94,basic
CCc1ccnnc1C,4.03,basic
CCc1cnc(C(=O)O)cc1CC,6.58,acidic
CCc1cnc2c(ccc3cccnc32)c1,4.98,basic
CCc1cncc(C)c1,5.2,basic
CCc1cnnc(C)c1,4.17,basic
CCc1nc(=O)s[nH]1,6.89,acidic
CCc1nc(C)c[nH]1,8.5,basic
CCc1nc2c(-c3ccc(Cl)cc3Cl)ccnc2n1C(CC)C1CC1,3.86,basic
CCc1nc2cc3c(cc2[nH]1)CCCC3,6.64,basic
CCc1nc2cc3ccccc3cc2[nH]1,6.14,basic
CCc1nc2ccccc2[nH]1,6.2,basic
CCc1ncc[nH]1,7.836667,basic
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,6.645,basic
CCc1nn[nH]n1,5.59,acidic
CCc1oc2ccccc2c(=O)c1C(=O)c1cc(Br)c(O)c(Br)c1,4.72,acidic
CCc1oc2ccccc2c(=O)c1C(=O)c1cc(I)c(O)c(I)c1,4.89,acidic
CCc1oc2ccccc2c(=O)c1C(=O)c1ccc(O)cc1,7.74,acidic
CCc1oc2ccccc2c1C(=O)Cc1cc(Br)c(O)c(Br)c1,8.6,acidic
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,4.5,acidic
CCc1oc2ccccc2c1C(=O)c1cc(C)c(O)c(C)c1,8.5,acidic
CCc1oc2ccccc2c1C(O)c1cc(Br)c(O)c(Br)c1,8.8,acidic
CCn1c(-c2ccc(OC)cc2)cs/c1=N/c1ccc2oc(=O)ccc2c1,7.63,basic
CCn1c(=O)c2[nH]c(-c3ccccc3)nc2n(CC)c1=O,9.1,acidic
CCn1c(=O)nc2sc(S(N)(=O)=O)nn2c1=O,7.3,acidic
CCn1cc(C(=O)OCN(C)C(=O)OC)c(=O)c2ccc(C)nc21,6,basic
CCn1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,7.7,basic
CCn1cc(C=NO)[n+](C)c1,9.57,acidic
CCn1cc(C=NO)[n+](C)c1SC,9.56,acidic
CCn1cc([C@]2(c3cccc(C#CC4CC4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,7.6,basic
CCn1cc([C@]2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,7.3,basic
CCn1ccc(=O)c(O)c1C(C)O,8.755,acidic
CCn1cccc(O)c1=O,8.99,acidic
CCn1ccnc1C,8.09,basic
CCn1cnc2ccccc21,5.66,basic
CCn1cncn1,2.39,basic
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,4.7,acidic
CN,10.695,basic
CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CO)c1ccccc1)C1CCNCC1,9.8,basic
CN(C(=O)c1ccccc1)c1cccnc1,3.66,basic
CN(C(=O)c1ccccc1)c1ccncc1,4.68,basic
CN(C)/C=N/c1ccc(Br)cc1,8.1,basic
CN(C)/C=N/c1ccc(Cl)cc1,8.46,basic
CN(C)/C=N/c1cccc(Br)c1,8.08,basic
CN(C)/C=N/c1cccc(Cl)c1,7.97,basic
CN(C)/C=N/c1ccccc1,9,basic
CN(C)/C=N/c1ccccc1Br,6.71,basic
CN(C)/C=N/c1ccccc1Cl,6.85,basic
CN(C)C,9.88,basic
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,8.855,basic
CN(C)C(=O)CS,8.1,acidic
CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21,4.8,acidic
CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CCCN)c1ccccc1,10.3,basic
CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CCCNCC(F)(F)F)c1ccccc1,5.2,basic
CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CCCNCC(F)F)c1ccccc1,7,basic
CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CCCNCCF)c1ccccc1,8.8,basic
CN(C)C(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCCN)c1ccccc1,10.3,basic
CN(C)C(=O)OCC(=O)O,3.01,acidic
CN(C)C(=O)c1ncnc2[nH]cnc12,7.9,acidic
CN(C)C(=O)n1nc(C(C)(C)C)nc1SCC(=O)O,3.49,acidic
CN(C)C(=S)NCC(=O)O,3.71,acidic
CN(C)C(=S)OCC(=O)O,2.87,acidic
CN(C)C(=S)SCC(=O)O,3.34,acidic
CN(C)C(C)(C)C,10.52,basic
CN(C)C(C)(C)C=O,8.4,basic
CN(C)C(C)(C)CCCc1ccc(C(C)(C)C)cc1,10.4,basic
CN(C)C1(CCCc2ccc(C(C)(C)C)cc2)COC1,7.2,basic
CN(C)C1CC2c3ccccc3C1c1ccccc12,8.67,basic
CN(C)C1CCCCC1,10.48,basic
CN(C)C=Nc1ccc(O)cc1,9.41,acidic
CN(C)CC#N,4.5,basic
CN(C)CC(=O)O,9.81,basic
CN(C)CC(C)(C)C,9.75,basic
CN(C)CC(C)(C)CCc1ccc(C(C)(C)C)cc1,9.4,basic
CN(C)CC(C)(C)CNC(=O)C1C[C@@H]1c1ccccc1,8.9,basic
CN(C)CC(CSC#N)SC#N,6.1,basic
CN(C)CC(CSCc1ccccc1)SCc1ccccc1,7.3,basic
CN(C)CC(Cc1ccccc1)c1ccccc1,9.93,basic
CN(C)CC(Cl)CCl,7.5,basic
CN(C)CC(F)(F)F,4.8,basic
CN(C)CC(Oc1ccccc1)Oc1ccccc1,9.2,basic
CN(C)CC(P(=O)(O)O)P(=O)(O)O,8.98,basic
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,8.84,basic
CN(C)CC1(CCc2ccc(C(C)(C)C)cc2)COC1,8,basic
CN(C)CC1=CC2c3ccccc3C1c1ccccc12,8.04,basic
CN(C)CC1C2c3ccccc3C(c3ccccc32)C1CO,8.86,basic
CN(C)CC1C2c3ccccc3C(c3ccccc32)C1COC(=O)N(C)C,8.99,basic
CN(C)CCBr,7.55,basic
CN(C)CCC#N,7.01,basic
CN(C)CCC(=O)C(C)(C)C,9.49,basic
CN(C)CCC(C#N)(c1ccccc1)c1ccccc1,8.31,basic
CN(C)CCC(C)(C)Cc1ccc(C(C)(C)C)cc1,9.5,basic
CN(C)CCC(c1ccccc1)c1ccc(-c2ccccc2)cc1,9.85,basic
CN(C)CCC(c1ccccc1)c1ccccc1,9.7,basic
CN(C)CCC1(Cc2ccc(C(C)(C)C)cc2)COC1,9.2,basic
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,9.69,basic
CN(C)CCC=C1c2ccccc2CCc2ccccc21,9.42,basic
CN(C)CCC=C1c2ccccc2COc2ccccc21,8.5925,basic
CN(C)CCCC(=O)Oc1ccccc1,9.7,basic
CN(C)CCCC(C)(C)c1ccc(C(C)(C)C)cc1,9.8,basic
CN(C)CCCC1(c2ccc(C(C)(C)C)cc2)COC1,9.6,basic
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,9.5,basic
CN(C)CCCCC(=O)Oc1ccccc1,10,basic
CN(C)CCCCc1ccc(C(C)(C)C)cc1,9.9,basic
CN(C)CCCCc1ccc(C2(C)COC2)cc1,9.9,basic
CN(C)CCCCc1ccc(C2(F)COC2)cc1,9.9,basic
CN(C)CCCCc1ccc(C2(O)COC2)cc1,9.6,basic
CN(C)CCCCc1ccc(C2COC2)cc1,9.9,basic
CN(C)CCCN1c2cc(F)ccc2CCc2ccc(F)cc21,7.65,basic
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,9.34,basic
CN(C)CCCN1c2ccccc2CCc2ccccc21,9.472857,basic
CN(C)CCCN1c2ccccc2Sc2ccc(C#N)cc21,9.29,basic
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,9.216,basic
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,9.271818,basic
CN(C)CCCN1c2ccccc2Sc2ccccc21,9.36,basic
CN(C)CCCNC(=O)c1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cn1C,9.5,basic
CN(C)CCCO,9.76,basic
CN(C)CCCc1ccc(-c2ccc(Cl)cc2)cc1,9.96,basic
CN(C)CCCc1ccc(-c2ccccc2)cc1,9.88,basic
CN(C)CCCc1ccc(Br)cc1,10.62,basic
CN(C)CCCc1ccc(C(C)(C)C)cc1,10.03,basic
CN(C)CCCc1ccc(Cl)cc1,10.59,basic
CN(C)CCCc1ccc2ccccc2c1,10.27,basic
CN(C)CCCc1ccccc1,10.96,basic
CN(C)CCO,9.36,basic
CN(C)CCOC(C)(c1ccccc1)c1ccccc1,8.75,basic
CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,8.64,basic
CN(C)CCOC(c1ccccc1)c1ccccc1,9.066667,basic
CN(C)CCON=C1C[C@H]2C(C)(C)O[C@H]3CC(=O)OC[C@]32[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C4O[C@]43[C@]12C,8.78,basic
CN(C)CCON=C1C[C@H]2C(C)(C)O[C@H]3CC(=O)OC[C@]32[C@H]2CC[C@]3(C)C(=CC(=O)O[C@H]3c3ccoc3)[C@]12C,8.88,basic
CN(C)CCONc1c(C2=c3ccc(Br)cc3=NC2=O)[nH]c2ccccc12,8.59,basic
CN(C)CCOc1ccc(C(=O)N2C/C(=C\c3ccccc3)C(=O)/C(=C/c3ccccc3)C2)cc1,10.73,basic
CN(C)CCc1nc(-c2cn(C)c3ccccc23)no1,7.7,basic
CN(C)C[C@H]1[C@@H]2C=C[C@@H](C2)[C@H]1CO,9.54,basic
CN(C)Cc1c(C(C)(C)C)cccc1C(C)(C)C,9.2,basic
CN(C)Cc1ccccc1,8.995,basic
CN(C)Cc1ccccc1C(=O)N(CCc1ccc(Cl)cc1)C1CCC2(CC1)OCCO2,8.4,basic
CN(C)Cc1ccccc1CO,8.78,basic
CN(C)Cc1nc(-c2cn(C)c3ccccc23)no1,5.6,basic
CN(C)Cc1no[n+]([O-])c1C#N,5.82,basic
CN(C)N,7.16,basic
CN(C)N(C)C,6.19,basic
CN(C)O,5.2,basic
CN(C)S(=O)(=O)NC(=O)CCc1ccccc1,5.86,acidic
CN(C)[C@H]1CCCC[C@@H]1O,10.42,basic
CN(C)[C@H]1CCC[C@@H]1C#N,7.02,basic
CN(C)[C@H]1CC[C@@H](C)CC1,10.46,basic
CN(C)c1cc[n+](C)c(O)n1,4.2,acidic
CN(C)c1cc[n+](O)cc1,3.9,basic
CN(C)c1ccc(/C=C/c2cc[n+]([O-])cc2)cc1,4.3,basic
CN(C)c1ccc(/C=C/c2nnnn2-c2ccccc2)cc1,3.47,basic
CN(C)c1ccc(/N=N/c2cccc[nH+]2)cc1,2,basic
CN(C)c1ccc(/N=N/c2ccccc2)cc1,2.85,basic
CN(C)c1ccc(/N=N/c2ccccn2)cc1,4.5,basic
CN(C)c1ccc(Br)cc1,4.25,basic
CN(C)c1ccc(Cl)cc1,4.39,basic
CN(C)c1ccc(N2CCOCC2)cc1,5.7,basic
CN(C)c1ccc(N=O)cc1,4.54,basic
CN(C)c1ccc(SC#N)cc1,3.3,basic
CN(C)c1ccc([N+](C)(C)C)cc1,2.64,basic
CN(C)c1ccc2cc3c(ccc4ccccc43)nc2c1,7.31,basic
CN(C)c1ccc2ccccc2c1,4.57,basic
CN(C)c1cccc(C#N)c1,2.97,basic
CN(C)c1cccc(Cl)c1,3.83,basic
CN(C)c1cccc([N+](C)(C)C)c1,2.6,basic
CN(C)c1cccc2ccccc12,4.83,basic
CN(C)c1ccccc1,5.1,basic
CN(C)c1ccccc1C(=O)O,8.46,acidic
CN(C)c1cccnc1,6.67,basic
CN(C)c1ccnc(N2CCc3ccccc3C2)c1,8.8,basic
CN(C)c1ccncc1,9.7,basic
CN(C)c1ccncn1,6.35,basic
CN(C)c1nc2c(s1)CCCC2,6.16,basic
CN(C)c1nc2cc3c(cc2[nH]1)CCCC3,7.65,basic
CN(C)c1nc2cncnc2[nH]1,9.73,acidic
CN(C)c1ncc(-c2ccccc2)s1,4.89,basic
CN(C)c1ncc(Br)s1,3.66,basic
CN(C)c1ncccn1,3.96,basic
CN(C)c1ncnc2c1cnn2C,4.06,basic
CN(C)c1ncnc2c1ncn2[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,3.65,basic
CN(C)c1nn[nH]n1,5.92,acidic
CN(C)c1noc(C2=CCCNC2)n1,8.58,basic
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,8.5,basic
CN(C1=NCCN1)c1c(Br)cccc1Br,10.7,basic
CN(C1=NCCO1)c1ccccc1,8.51,basic
CN(CC#CCN1CCCC1=O)CCBr,5.6,basic
CN(CC(N)=O)C1CCC(OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1c1ccccc1,5.8,basic
CN(CC(N)=O)[C@@H]1CC[C@H](OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H]1c1ccccc1,5.8,basic
CN(CC1CO1)CC1CO1,6.45,basic
CN(CCC#N)CCC#N,4.24,basic
CN(CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)cc1)C1CC1,7.48,basic
CN(CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)cc1)CC1CC1,9.37,basic
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,6.7,basic
CN(CCCO)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)cc1,9.05,basic
CN(CCCl)CCCl,6.45,basic
CN(CCO)CCCl,7.5,basic
CN(CCO)CCO,8.51,basic
CN(CCO)c1ccccc1,4.89,basic
CN(CCc1ccccc1)c1ncnc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O,3,basic
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,8.5,basic
CN(Cc1ccc(OC2CN(C(=O)c3nnc(-c4ccccc4)o3)C2)cc1)CC1(C)COC1,8.5,basic
CN(O)C(=O)c1ccccc1,8.07,acidic
CN(O)C(N)=O,9.95,acidic
CN(O)Cc1ccccc1,4.6,basic
CN(c1ccccc1)C(C)(C)C,7.5,basic
CN(c1ccccc1)C1CCCC1,6.71,basic
CN(c1ccccc1)C1CCCCC1,6.35,basic
CN1C(=N)C(C)(C)c2ccccc21,9.25,basic
CN1C(=O)C(C)(C)NC1=S,10.8,acidic
CN1C(=O)C(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C1N,7.3,basic
CN1C(=O)C(NC(=O)Nc2ccc3c(c2)N(c2nn[nH]n2)CC3)N=C(c2ccccc2)c2ccccc21,4.8,acidic
CN1C(=O)C(c2ccccc2)(c2ccccc2)N=C1N,5.7,basic
CN1C(=O)C2(CCCCC2)NC1=S,11.23,acidic
CN1C(=O)CC[C@H]1c1cccnc1,4.5,basic
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,3.525,basic
CN1C(=O)C[C@@](C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C1N,8.4,basic
CN1C(=O)N(CCN2CCOCC2)C(=O)C(C)(C2=CCCCC2)C1=O,5.75,basic
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,7.83,acidic
CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1O[C@H]1CCOC[C@@H]12,5.8,basic
CN1C(=S)NC(=O)C12CCCCC2,9.25,acidic
CN1C(C(=O)N=c2cccc[nH]2)C(=O)c2ccccc2S1(=O)=O,5.376667,basic
CN1C(C(=O)N=c2cccc[nH]2)C(=O)c2sccc2S1(=O)=O,5.025,basic
CN1C(C)(C)CCCC1(C)C,11.25,basic
CN1C2=CCCC1CCC2,8.8,basic
CN1C2CC(OC(=O)c3c[nH]c4ccccc34)CC1C1OC12,6.64,basic
CN1C2CCC(C2)N1C,6.89,basic
CN1C2CCC(CC2)N1C,7.14,basic
CN1C2CCC1CC(=NOC(c1ccccc1)c1ccc(Cl)cc1)C2,8.34,basic
CN1C2CCC1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,9.4,basic
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,9,basic
CN1C2COCC1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,7.1,basic
CN1C=C(C#N)C=CC1,2.7,basic
CN1C=C(C#N)CCC1,2.7,basic
CN1CC(=N)NC(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)C1=O,7.8,basic
CN1CC(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C(N)C1=O,7.6,basic
CN1CC(O)c2cc(N=O)c(O)cc21,8.6,acidic
CN1CC1,7.86,basic
CN1CC=CC1,9.92,basic
CN1CC=CCN1C,5.7,basic
CN1CC=NC1,7.12,basic
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,8.87,basic
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,8.24,basic
CN1CCC(=O)NC1=O,11.86,acidic
CN1CCC(N(C)C(=O)N2CC(c3cc(F)ccc3F)=C[C@@]2(CO)c2ccccc2)CC1,8.8,basic
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,8.9,basic
CN1CCC1,10.4,basic
CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,8.29,basic
CN1CCC=C(C#N)C1,6.35,basic
CN1CCC=C(c2nc(-c3cn(C)c4ccccc34)no2)C1,7.2,basic
CN1CCC=C(c2nc(N(C)C)no2)C1,7.24,basic
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,9.54,basic
CN1CCCC1,10.58,basic
CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,9.2,basic
CN1CCCC1c1ccccc1,8.8,basic
CN1CCCC2CCN=C21,11.5,basic
CN1CCCCC1,9.09,basic
CN1CCCCC1=Nc1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2,9.9,basic
CN1CCCCCC1,10.96,basic
CN1CCCCCN1C,6.66,basic
CN1CCCCN1C,6.66,basic
CN1CCCN1C,6.67,basic
CN1CCN(C(=O)c2ccccc2)CC1,6.78,basic
CN1CCN(C(C#N)c2ccc3c(c2)OCO3)CC1,7.6,basic
CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,7.81,basic
CN1CCN(C)c2cccc3cccc1c23,4.62,basic
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,7.513333,basic
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,8.1,basic
CN1CCN(CCONc2c(C3=c4ccc(Br)cc4=NC3=O)[nH]c3ccccc23)CC1,7.65,basic
CN1CCN(Cc2ccc(OC3CN(C(=O)c4nnc(-c5ccccc5)o4)C3)cc2F)CC1,8.4,basic
CN1CCN(c2ccccc2/C=C2\SCCN(c3ccc(Cl)c(Cl)c3)C2=O)CC1,11.5,basic
CN1CCN(c2nc3c(=O)c4cc(F)ccc4[nH]c3s2)CC1,8,basic
CN1CCN(c2nc3c(=O)c4ccccc4[nH]c3s2)CC1,8.6,basic
CN1CCN2c3ccccc3Cc3ccccc3C2C1,7.75,basic
CN1CCOC(c2ccccc2)c2ccccc2C1,9.3,basic
CN1CC[C@H]2CCC[C@@H](OC(=O)c3ccc(Cl)cc3)[C@H]2C1,8.9,basic
CN1CC[C@H]2CCC[C@@H](OC(=O)c3ccccc3)[C@H]2C1,9.05,basic
CN1CC[C@]23c4c5ccc(OCc6ccccc6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,8.07,basic
CN1CCc2cccc(c2)CCc2ccc1cc2,6.76,basic
CN1C[C@@H](CO)C[C@H]2c3cccc4[nH]cc(c34)C[C@@H]21,8.3,basic
CN1C[C@H](CO)C[C@H]2c3cccc4[nH]cc(c34)C[C@@H]21,8.84,basic
CN1Cc2c(ccc3c2OCO3)-c2ccc3cc4c(cc3c21)OCO4,2.6,basic
CN1Cc2cc(-c3ccc(C[C@@H](C#N)NC(=O)C4CCCCN4)cc3)ccc2C1=O,7.1,basic
CN1[C@H](C[C@@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1,8,basic
CN1[C@H]2CC[C@@H]1C[C@@H](O)C2,10.33,basic
CN1[C@H]2CC[C@@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,9.66,basic
CN1[C@H]2CC[C@@H]1C[C@H](O)C2,9.86,basic
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,9.76125,basic
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1c[nH]c3ccccc13)C2,8.4,basic
CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,10,basic
CN1[C@H]2C[C@@H](OC(=O)C(CO)c3ccccc3)C[C@@H]1[C@@H]1O[C@@H]12,7.55,basic
CN1[C@H]2C[C@H]3C[C@@H]1[C@H](O3)[C@@H]2O,8.2,basic
CN1c2ccccc2Nc2c(O)cccc21,9.26,acidic
CN1c2ccccc2Nc2ccc(O)cc21,10.1,acidic
CN=C(C)SC,7.71,basic
CN=C(N)N=C(N)Nc1ccc(Cl)cc1,10.6,basic
CN=C(NC#N)Nc1cccc(-c2csc(=NC(=N)N)[nH]2)c1,6.2,acidic
CN=C1C(C)(C)c2ccccc2C1(C)C,7,basic
CN=C1CCCCC1,9.43,basic
CN=C1CCCCC1C,9.47,basic
CN=c1[nH]c2cncnc2[nH]1,7.17,basic
CN=c1cc[nH]c(N2CCc3ccccc3C2)c1,8.85,basic
CN=c1cc[nH]cn1,6.12,basic
CN=c1cccc(CCOc2ccc(CC(NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)[nH]1,7,acidic
CN=c1cccc(COCc2ccc(CC(NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)[nH]1,6.4,acidic
CNC,10.88,basic
CNC(=O)C(C)NC(=O)c1[nH]ccc(=O)c1O,6,acidic
CNC(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,7.2,basic
CNC(=O)C(Cc1ccccc1)NC(=O)c1[nH]ccc(=O)c1O,6.1,acidic
CNC(=O)C1CCCCN1,8.8,basic
CNC(=O)C=C(c1ccc2[nH]c(=N)n(C(C)C)c2c1)c1cccc(F)c1F,6.69,basic
CNC(=O)C=C(c1ccc2[nH]c(=N)n(C3CCCC3)c2c1)c1ccccc1F,6.7,basic
CNC(=O)CNC(=O)c1[nH]ccc(=O)c1O,6.3,acidic
CNC(=O)CNC(=O)c1cccc2c(=Nc3ccc(NS(C)(=O)=O)cc3OC)c3ccccc3[nH]c12,6.2,acidic
CNC(=O)COc1ccc2c(=Nc3ccc(NS(C)(=O)=O)cc3OC)c3ccccc3[nH]c2c1,7.35,acidic
CNC(=O)COc1cccc2c(=Nc3ccc(NS(C)(=O)=O)cc3OC)c3ccccc3[nH]c12,7.35,acidic
CNC(=O)CS,8.05,acidic
CNC(=O)CS(=O)(=O)NC(N)=O,4.89,acidic
CNC(=O)Nc1ccc(Cc2c3ccccc3nc3ccccc23)cc1,7.77,basic
CNC(=O)O[C@H]1CCc2ccc(N3CCN(C4COC4)CC3)cc2[C@@H]1NC(=O)c1ccc(F)cc1,5,basic
CNC(=O)O[C@H]1COc2ccc(N3CCN(C4COC4)CC3)cc2[C@@H]1NC(=O)c1ccc(F)cc1,5.11,basic
CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@H]1N2C,6.12,basic
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,7.9,basic
CNC(=O)c1cc(=NCc2c(C)cccc2C)c2[nH]c(C)c(Br)c2[nH]1,7.39,basic
CNC(=O)c1cc(=NCc2c(C)cccc2C)c2[nH]c(C)cc2[nH]1,7.33,basic
CNC(=O)c1cc(N[C@H]2c3ccccc3C[C@@H]2O)c2nc(C)c(C)n2c1,5.97,basic
CNC(=O)c1cc2c(nc(C)n2C)c2c1CC[C@@H](c1ccc(Cl)cc1C)O2,5.6,basic
CNC(=O)c1cc2cc(S(N)(=O)=O)sc2s1,5.2,acidic
CNC(=O)c1ccc2c(c1)[C@@H](NC)CCC2c1ccc(Cl)c(Cl)c1,8.8,basic
CNC(=O)c1cccc2c(=Nc3ccc(NS(C)(=O)=O)cc3OC)c3ccc(Cl)cc3[nH]c12,5.68,acidic
CNC(=O)c1cccc2c(=Nc3ccc(NS(C)(=O)=O)cc3OC)c3cccc(C)c3[nH]c12,6.4,acidic
CNC(=O)c1cccc2c(=Nc3ccc(NS(C)(=O)=O)cc3OC)c3ccccc3[nH]c12,6.36,acidic
CNC(=O)c1ccccc1O,8.03,acidic
CNC(=O)c1ccncc1,3.8,basic
CNC(=O)c1cn2c(C)c(C)nc2c2c1CCC(c1ccccc1)O2,6.74,basic
CNC(=O)c1cn2c(C)c(C)nc2c2c1CCC1(CCc3ccccc31)O2,6.8,basic
CNC(=O)c1ncnc2[nH]cnc12,8.9,acidic
CNC(=S)N(C)CCN=c1c2ccccc2[nH]c2ccccc12,9,basic
CNC(=S)NCCSCc1[nH]cnc1C,6.8,basic
CNC(=S)OC(C)C,11.56,acidic
CNC(C)C(O)c1ccccc1,9.96,basic
CNC(C)CC1CCCCC1,10.52,basic
CNC(C)Cc1ccc(OC)c(OC)c1,9.8,basic
CNC(C)Cc1ccccc1,9.87,basic
CNC(CO)CO,9.12,basic
CNC1(c2ccccc2Cl)CCCCC1=O,7.495,basic
CNC1=NC(C)c2ccccc2N1,10.6,basic
CNCC#N,5.26,basic
CNCC(=O)N(C)C,8.86,basic
CNCC(=O)NC,8.28,basic
CNCC(=O)Nc1c(C)cccc1C,7.99,basic
CNCC(C)c1ccccc1,9.87,basic
CNCC(F)(F)F,6,basic
CNCC(N)=O,8.35,basic
CNCC(O)CO,9.55,basic
CNCC(O)c1ccccc1,9.31,basic
CNCC1CC2c3ccccc3C1c1ccccc12,10.18,basic
CNCCC#N,8.1,basic
CNCCC(=O)c1ccccc1,9,basic
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,10.04,basic
